updated,open,high,low,close,average,volume
2021-07-15,32820.5,33188.54,31133.75,31867.46,32161.145,33647
2021-07-14,32737.47,33099.2,31601.99,32820.5,32350.595,27262
2021-07-13,33088.51,33335.54,32206.14,32737.47,32770.84,25562
2021-07-12,34249.3,34658.46,32660.38,33088.51,33659.42,31074
2021-07-11,33515.13,34595.69,33335.4,34249.3,33965.545,15724
2021-07-10,33804.2,34253.5,33030.16,33515.13,33641.83,19345
2021-07-09,32874.01,34076.49,32274.31,33804.2,33175.4,25677
2021-07-08,33880.79,33934.31,32108.68,32874.01,33021.494999999995,47884
2021-07-07,34237.66,35066.82,33807.42,33880.79,34437.119999999995,21784
2021-07-06,33702.79,35096.65,33558.75,34237.66,34327.7,32844
2021-07-05,35287.97,35290.8,33151.51,33702.79,34221.155,31526
2021-07-04,34682.84,35945.36,34390.95,35287.97,35168.155,15950
2021-07-03,33804.54,34944.91,33333.05,34682.84,34138.98,17319
2021-07-02,33543.11,33968.47,32715.18,33804.54,33341.825,33082
2021-07-01,35056.39,35065.41,32757.33,33543.11,33911.37,36889
2021-06-30,35901.41,36090.37,34062.04,35056.39,35076.205,39796
2021-06-29,34487.11,36624.75,34243.82,35901.41,35434.285,44215
2021-06-28,34713.81,35292.57,33890.86,34487.11,34591.715,41259
2021-06-27,32307.35,34754.5,32031.15,34713.81,33392.825,60403
2021-06-26,31593.86,32680.58,30190.9,32307.35,31435.74,58331
2021-06-25,34649.84,35494.5,31290.25,31593.86,33392.375,91636
2021-06-24,33678.64,35267.23,32340.83,34649.84,33804.03,38755
2021-06-23,32537.58,34831.93,31790.02,33678.64,33310.975,60338
2021-06-22,31652.62,33312.87,28908.07,32537.58,31110.47,129940
2021-06-21,35602.26,35760.61,31284.7,31652.62,33522.655,111039
2021-06-20,35515.38,36139.95,33377.82,35602.26,34758.884999999995,56525
2021-06-19,35830.29,36443.26,34863.17,35515.38,35653.215,44782
2021-06-18,38082.3,38201.23,35158.89,35830.29,36680.06,60242
2021-06-17,38345.41,39537.42,37386.57,38082.3,38461.995,41591
2021-06-16,40161.86,40487.98,38122.04,38345.41,39305.01,48107
2021-06-15,40526.63,41307.06,39526.69,40161.86,40416.875,48248
2021-06-14,39017.37,41025.42,38755.79,40526.63,39890.605,68729
2021-06-13,35541.78,39374.68,34802.24,39017.37,37088.46,46353
2021-06-12,37339.98,37445.32,34655.21,35541.78,36050.265,40619
2021-06-11,36680.78,37665.85,35981.84,37339.98,36823.845,43119
2021-06-10,37391.58,38387.2,35821.05,36680.78,37104.125,63052
2021-06-09,33409.38,37528.42,32435.18,37391.58,34981.8,92280
2021-06-08,33582.86,34061.09,31034.35,33409.38,32547.72,88483
2021-06-07,35798.57,36790.39,33367.12,33582.86,35078.755000000005,52209
2021-06-06,35538.4,36453.81,35264.34,35798.57,35859.075,27469
2021-06-05,36861.5,37911.76,34846.16,35538.4,36378.96000000001,39864
2021-06-04,39229.66,39273.49,35617.03,36861.5,37445.26,49661
2021-06-03,37576.98,39482.46,37199.92,39229.66,38341.19,41098
2021-06-02,36683.51,38225.18,35935.34,37576.98,37080.26,39948
2021-06-01,37290.83,37910.19,35733.52,36683.51,36821.855,44444
2021-05-31,35662.59,37512.8,34202.86,37290.83,35857.83,50306
2021-05-30,34611.58,36481.62,33400.65,35662.59,34941.135,37522
2021-05-29,35680.92,37307.1,33666.06,34611.58,35486.58,60616
2021-05-28,38538.84,38879.6,34733.76,35680.92,36806.68,85345
2021-05-27,39295.08,40408.95,37211.84,38538.84,38810.395,46474
2021-05-26,38387.36,40854.81,37855.81,39295.08,39355.31,66483
2021-05-25,38837.76,39842.9,36509.09,38387.36,38175.995,66530
2021-05-24,34716.84,39945.35,34467.32,38837.76,37206.335,106765
2021-05-23,37491.5,38304.55,31157.18,34716.84,34730.865000000005,131584
2021-05-22,37350.39,38841.92,35287.71,37491.5,37064.815,74964
2021-05-21,40597.4,42252.07,33552.8,37350.39,37902.435,120589
2021-05-20,36771.87,42520.03,35009.25,40597.4,38764.64,139648
2021-05-19,42886.02,43564.34,29925.2,36771.87,36744.77,290986
2021-05-18,43552.14,45819.36,42309.39,42886.02,44064.375,71930
2021-05-17,46490.71,46665.19,42130.83,43552.14,44398.01,134127
2021-05-16,46775.29,49808.83,43918.69,46490.71,46863.76,79337
2021-05-15,49887.96,50710.05,46606.18,46775.29,48658.115000000005,53332
2021-05-14,49700.6,51554.66,48910.06,49887.96,50232.36,42891
2021-05-13,49504.08,51377.99,47029.73,49700.6,49203.86,119769
2021-05-12,56747.52,58005.44,49182.89,49504.08,53594.165,74345
2021-05-11,55870.01,56928.37,54490.38,56747.52,55709.375,42949
2021-05-10,58294.18,59587.03,54239.16,55870.01,56913.095,71168
2021-05-09,58943.13,59276.99,56350.98,58294.18,57813.985,45716
2021-05-08,57374.33,59521.69,56985.44,58943.13,58253.565,37728
2021-05-07,56441.94,58695.29,55311.16,57374.33,57003.225000000006,42812
2021-05-06,57506.88,58392.76,55299.4,56441.94,56846.08,50632
2021-05-05,53244.07,57944.11,52978.89,57506.88,55461.5,56998
2021-05-04,57195.07,57226.81,53108.04,53244.07,55167.425,64556
2021-05-03,56623.51,58963.84,56531.6,57195.07,57747.72,41015
2021-05-02,57843.16,57934.82,56092.72,56623.51,57013.77,21671
2021-05-01,57757.97,58498.65,57057.4,57843.16,57778.025,26146
2021-04-30,53581.58,57984.34,53089.93,57757.97,55537.135,48771
2021-04-29,54877.94,55217.24,52399.42,53581.58,53808.33,43948
2021-04-28,55073.48,56461.55,53886.63,54877.94,55174.09,42647
2021-04-27,54062.29,55490.94,53357.59,55073.48,54424.265,40602
2021-04-26,49120.97,54389.71,48843.41,54062.29,51616.56,61603
2021-04-25,50115.99,50576.4,47073.07,49120.97,48824.735,44241
2021-04-24,51178.03,51223.86,48769.48,50115.99,49996.67,33894
2021-04-23,51717.61,52112.75,47495.24,51178.03,49803.995,105510
2021-04-22,53803.25,55458.61,50519.78,51717.61,52989.195,84222
2021-04-21,56496.06,56801.94,53640.81,53803.25,55221.375,41813
2021-04-20,55680.11,57101.05,53429.73,56496.06,55265.39,55866
2021-04-19,56246.82,57590.64,54291.08,55680.11,55940.86,48650
2021-04-18,60056.07,60393.33,52785.1,56246.82,56589.215,112545
2021-04-17,61416.41,62541.21,59712.92,60056.07,61127.065,34261
2021-04-16,63233.03,63567.11,60048.13,61416.41,61807.62,57540
2021-04-15,62964.27,63826.89,62038.33,63233.03,62932.61,34089
2021-04-14,63558.48,64859.81,61312.98,62964.27,63086.395,64272
2021-04-13,59845.76,63682.32,59811.31,63558.48,61746.815,52964
2021-04-12,59980.45,61233.29,59421.37,59845.76,60327.33,31804
2021-04-11,59784.8,60673.37,59218.25,59980.45,59945.81,20365
2021-04-10,58106.85,61193.5,57885.43,59784.8,59539.465,38726
2021-04-09,58084.46,58881.94,57694.22,58106.85,58288.08,21314
2021-04-08,55951.98,58150.23,55711.07,58084.46,56930.65,25461
2021-04-07,58010.35,58628.19,55467.58,55951.98,57047.885,50347
2021-04-06,59119.56,59464.31,57369.44,58010.35,58416.875,26304
2021-04-05,58219.43,59235.68,56833.44,59119.56,58034.56,24696
2021-04-04,57074.97,58493.73,56493.38,58219.43,57493.555,19002
2021-04-03,58987.8,59770.87,56958.04,57074.97,58364.455,25104
2021-04-02,58730.82,60061.51,58458.46,58987.8,59259.985,29748
2021-04-01,58793.8,59469.45,57949.11,58730.82,58709.28,28027
2021-03-31,58781.54,59818.5,56918.81,58793.8,58368.655,46494
2021-03-30,57626.1,59402.27,57055.21,58781.54,58228.74,35315
2021-03-29,55781.01,58413.9,54910.57,57626.1,56662.235,51547
2021-03-28,55863.73,56561.55,54717.97,55781.01,55639.76,24145
2021-03-27,55055.43,56606.78,53991.0,55863.73,55298.89,27392
2021-03-26,51336.09,55083.9,51275.54,55055.43,53179.72,46165
2021-03-25,52303.02,53199.52,50406.31,51336.09,51802.91499999999,69776
2021-03-24,54355.45,57202.53,51685.15,52303.02,54443.84,62596
2021-03-23,54095.36,55836.27,52984.36,54355.45,54410.315,44780
2021-03-22,57374.95,58431.44,53795.78,54095.36,56113.61,51098
2021-03-21,58101.34,58621.34,55635.61,57374.95,57128.475,34236
2021-03-20,58060.21,59911.7,57837.79,58101.34,58874.745,28696
2021-03-19,57643.32,59453.32,56283.37,58060.21,57868.345,41182
2021-03-18,58909.0,60077.79,57022.2,57643.32,58549.995,54289
2021-03-17,56925.01,58975.28,54156.11,58909.0,56565.695,62035
2021-03-16,55665.01,56936.04,53269.13,56925.01,55102.585,62540
2021-03-15,58998.89,60589.17,54857.68,55665.01,57723.425,75161
2021-03-14,61179.79,61674.66,58980.95,58998.89,60327.805,34886
2021-03-13,57256.22,61749.15,56103.32,61179.79,58926.235,57862
2021-03-12,57809.41,58069.58,55089.68,57256.22,56579.630000000005,54282
2021-03-11,55893.31,58142.77,54314.65,57809.41,56228.71,59202
2021-03-10,54928.7,57396.59,53054.34,55893.31,55225.465,70138
2021-03-09,52405.02,54933.93,51888.98,54928.7,53411.455,53740
2021-03-08,50964.18,52408.08,49341.09,52405.02,50874.585,48084
2021-03-07,48892.8,51455.54,48892.8,50964.18,50174.17,32958
2021-03-06,48775.37,49185.32,47099.07,48892.8,48142.195,25116
2021-03-05,48363.74,49467.19,46311.43,48775.37,47889.31,60955
2021-03-04,50392.55,51792.65,47516.91,48363.74,49654.78,61387
2021-03-03,48501.21,52625.39,48176.64,50392.55,50401.015,51572
2021-03-02,49635.07,50221.14,47097.84,48501.21,48659.49,43281
2021-03-01,45261.03,49812.2,45058.98,49635.07,47435.59,65660
2021-02-28,46191.39,46645.9,43061.92,45261.03,44853.91,62249
2021-02-27,46324.5,48362.8,45063.84,46191.39,46713.32,39013
2021-02-26,47082.87,48438.38,44153.46,46324.5,46295.92,90519
2021-02-25,49738.17,52086.34,46728.88,47082.87,49407.61,73102
2021-02-24,48898.7,51399.55,47015.55,49738.17,49207.55,74972
2021-02-23,54121.17,54164.35,44983.39,48898.7,49573.87,165758
2021-02-22,57469.95,57540.74,48194.31,54121.17,52867.525,130806
2021-02-21,55900.84,58348.75,55516.07,57469.95,56932.41,33823
2021-02-20,55933.47,57528.16,54140.61,55900.84,55834.385,52924
2021-02-19,51591.61,56331.09,50766.83,55933.47,53548.96,72433
2021-02-18,52154.91,52550.6,50874.81,51591.61,51712.705,42530
2021-02-17,49184.63,52622.68,48967.72,52154.91,50795.2,67133
2021-02-16,47936.51,50561.53,47068.63,49184.63,48815.08,66072
2021-02-15,48652.87,49031.74,45910.0,47936.51,47470.87,52683
2021-02-14,47222.32,49642.39,47096.92,48652.87,48369.655,37853
2021-02-13,47435.54,48171.46,46291.19,47222.32,47231.325,33281
2021-02-12,48006.18,48930.99,46243.85,47435.54,47587.42,59549
2021-02-11,44854.95,48664.81,44032.66,48006.18,46348.735,72251
2021-02-10,46509.57,47349.86,43743.99,44854.95,45546.925,72992
2021-02-09,46437.41,48209.59,45051.46,46509.57,46630.525,98670
2021-02-08,38868.82,46606.82,38063.87,46437.41,42335.345,138485
2021-02-07,39267.01,39721.59,37408.16,38868.82,38564.875,53823
2021-02-06,38310.24,40989.11,38247.96,39267.01,39618.535,66494
2021-02-05,36983.42,38343.92,36626.5,38310.24,37485.21,45243
2021-02-04,37677.34,38741.89,36199.19,36983.42,37470.54,73775
2021-02-03,35524.43,37704.8,35413.72,37677.34,36559.26,63974
2021-02-02,33535.94,36004.47,33459.48,35524.43,34731.975000000006,51377
2021-02-01,33143.22,34714.34,32340.24,33535.94,33527.29,48144
2021-01-31,34317.82,34381.7,32214.08,33143.22,33297.89,35337
2021-01-30,34252.08,34906.15,32858.0,34317.82,33882.075,46326
2021-01-29,33443.87,38631.5,31996.08,34252.08,35313.79,169454
2021-01-28,30423.05,33880.92,29905.53,33443.87,31893.225,76993
2021-01-27,32516.52,32580.05,29236.73,30423.05,30908.39,102257
2021-01-26,32275.27,32943.69,30853.17,32516.52,31898.43,59770
2021-01-25,32283.66,34881.18,31937.09,32275.27,33409.135,59529
2021-01-24,32107.29,33090.99,30957.56,32283.66,32024.275,33650
2021-01-23,33008.02,33484.73,31430.15,32107.29,32457.44,39813
2021-01-22,30840.3,33857.39,28817.3,33008.02,31337.345,109210
2021-01-21,35501.38,35619.6,30067.14,30840.3,32843.369999999995,125586
2021-01-20,35932.79,36409.96,33519.59,35501.38,34964.774999999994,66302
2021-01-19,36623.04,37867.53,35917.28,35932.79,36892.405,48457
2021-01-18,35839.51,37429.24,34784.4,36623.04,36106.82,43063
2021-01-17,36025.26,36860.67,33854.83,35839.51,35357.75,50913
2021-01-16,36790.17,37942.44,35395.88,36025.26,36669.16,54226
2021-01-15,39155.58,39695.43,34396.19,36790.17,37045.81,89468
2021-01-14,37380.85,40093.43,36751.89,39155.58,38422.66,74972
2021-01-13,34058.4,37809.67,32405.89,37380.85,35107.78,91979
2021-01-12,35496.03,36620.28,32522.98,34058.4,34571.63,115232
2021-01-11,38202.08,38266.42,30308.4,35496.03,34287.41,240328
2021-01-10,40236.66,41427.88,35283.65,38202.08,38355.765,103220
2021-01-09,40636.24,41400.48,38783.61,40236.66,40092.045,55591
2021-01-08,39479.41,41964.96,36640.51,40636.24,39302.735,118077
2021-01-07,36849.86,40365.87,36340.01,39479.41,38352.94,124086
2021-01-06,34038.29,36973.76,33404.2,36849.86,35188.98,108190
2021-01-05,32030.55,34487.44,29985.29,34038.29,32236.365,93735
2021-01-04,33063.48,33622.7,28493.29,32030.55,31057.995,124909
2021-01-03,32203.64,34789.34,32010.59,33063.48,33399.965,93510
2021-01-02,29388.94,33257.29,29036.26,32203.64,31146.775,119214
2021-01-01,28972.4,29666.33,28748.21,29388.94,29207.27,50841
2020-12-31,28889.61,29301.67,27957.13,28972.4,28629.4,66915
2020-12-30,27360.78,28990.2,27360.09,28889.61,28175.145,70752
2020-12-29,27039.45,27383.6,25864.25,27360.78,26623.925,55477
2020-12-28,26249.27,27461.63,26085.96,27039.45,26773.795,52027
2020-12-27,26445.7,28340.08,25805.96,26249.27,27073.02,91052
2020-12-26,24707.98,26780.61,24494.27,26445.7,25637.44,62923
2020-12-25,23724.2,24776.64,23417.43,24707.98,24097.035,49655
2020-12-24,23239.5,23778.56,22716.45,23724.2,23247.505,39804
2020-12-23,23823.32,24082.98,22641.37,23239.5,23362.175,66161
2020-12-22,22727.13,23833.23,22378.26,23823.32,23105.745,49685
2020-12-21,23467.06,24077.7,22015.91,22727.13,23046.805,75934
2020-12-20,23844.72,24252.16,23095.72,23467.06,23673.94,42981
2020-12-19,23135.57,24114.51,22755.03,23844.72,23434.77,53911
2020-12-18,22822.17,23271.54,22345.87,23135.57,22808.705,59658
2020-12-17,21352.13,23698.98,21240.41,22822.17,22469.695,140483
2020-12-16,19441.96,21527.36,19299.86,21352.13,20413.61,95374
2020-12-15,19274.69,19553.23,19060.06,19441.96,19306.645,42331
2020-12-14,19169.05,19339.6,19001.22,19274.69,19170.41,23827
2020-12-13,18814.98,19414.65,18733.67,19169.05,19074.16,30902
2020-12-12,18034.86,18948.78,18033.05,18814.98,18490.915,26150
2020-12-11,18250.47,18295.1,17598.13,18034.86,17946.614999999998,45166
2020-12-10,18549.92,18554.32,17920.56,18250.47,18237.44,37500
2020-12-09,18323.52,18639.24,17669.15,18549.92,18154.195,57997
2020-12-08,19181.41,19295.38,18227.31,18323.52,18761.345,46151
2020-12-07,19378.94,19411.51,18909.97,19181.41,19160.74,24908
2020-12-06,19156.84,19417.33,18885.88,19378.94,19151.605000000003,21172
2020-12-05,18665.0,19178.4,18514.92,19156.84,18846.66,20517
2020-12-04,19448.44,19541.62,18603.79,18665.0,19072.705,42234
2020-12-03,19226.19,19608.49,18888.12,19448.44,19248.305,38699
2020-12-02,18792.03,19337.16,18350.0,19226.19,18843.58,47787
2020-12-01,19686.87,19911.79,18194.17,18792.03,19052.98,91108
2020-11-30,18199.23,19850.23,18199.03,19686.87,19024.63,77985
2020-11-29,17739.9,18347.24,17543.55,18199.23,17945.395,27161
2020-11-28,17155.0,17893.95,16895.0,17739.9,17394.475,34697
2020-11-27,17175.86,17479.12,16462.87,17155.0,16970.995,61052
2020-11-26,18725.76,18907.31,16270.37,17175.86,17588.84,129609
2020-11-25,19157.16,19488.81,18519.89,18725.76,19004.35,59989
2020-11-24,18385.74,19419.49,18117.78,19157.16,18768.635,74142
2020-11-23,18430.59,18761.66,18010.51,18385.74,18386.085,48994
2020-11-22,18704.06,18757.55,17635.18,18430.59,18196.365,43464
2020-11-21,18672.78,18966.12,18359.06,18704.06,18662.59,37702
2020-11-20,17824.64,18814.87,17764.07,18672.78,18289.47,51122
2020-11-19,17786.27,18172.87,17365.08,17824.64,17768.975,48224
2020-11-18,17681.54,18466.1,17260.91,17786.27,17863.504999999997,80691
2020-11-17,16721.46,17857.37,16563.5,17681.54,17210.434999999998,62123
2020-11-16,15964.7,16876.48,15877.77,16721.46,16377.125,41641
2020-11-15,16075.95,16156.82,15796.03,15964.7,15976.425,17966
2020-11-14,16332.85,16334.29,15720.61,16075.95,16027.45,28331
2020-11-13,16306.53,16482.62,15975.8,16332.85,16229.21,42676
2020-11-12,15707.08,16348.99,15476.25,16306.53,15912.62,67322
2020-11-11,15313.73,15983.03,15288.76,15707.08,15635.895,45852
2020-11-10,15335.03,15476.99,15099.11,15313.73,15288.05,23031
2020-11-09,15488.25,15812.23,14833.13,15335.03,15322.68,32088
2020-11-08,14838.16,15653.89,14739.11,15488.25,15196.5,18706
2020-11-07,15590.62,15765.02,14427.34,14838.16,15096.18,25695
2020-11-06,15599.92,15948.88,15219.57,15590.62,15584.225,34543
2020-11-05,14157.73,15739.47,14114.37,15599.92,14926.92,42121
2020-11-04,14023.78,14258.9,13539.13,14157.73,13899.015,30406
2020-11-03,13571.24,14071.54,13300.84,14023.78,13686.19,21969
2020-11-02,13761.72,13828.48,13221.65,13571.24,13525.065,33465
2020-11-01,13803.41,13897.02,13630.22,13761.72,13763.62,20841
2020-10-31,13565.95,14077.8,13432.24,13803.41,13755.02,43579
2020-10-30,13462.18,13674.89,13132.53,13565.95,13403.71,56364
2020-10-29,13285.97,13643.6,12985.56,13462.18,13314.58,41497
2020-10-28,13646.02,13855.57,12906.15,13285.97,13380.86,32501
2020-10-27,13069.43,13783.14,13060.64,13646.02,13421.89,44978
2020-10-26,13041.21,13241.79,12797.05,13069.43,13019.42,35322
2020-10-25,13126.13,13346.7,12910.39,13041.21,13128.545,28208
2020-10-24,12937.2,13167.31,12886.47,13126.13,13026.89,20932
2020-10-23,12990.25,13031.82,12732.62,12937.2,12882.22,32269
2020-10-22,12813.11,13197.69,12700.74,12990.25,12949.215,57124
2020-10-21,11921.78,13236.39,11900.51,12813.11,12568.45,103080
2020-10-20,11756.88,12047.73,11688.39,11921.78,11868.06,48504
2020-10-19,11513.33,11821.95,11417.11,11756.88,11619.53,39224
2020-10-18,11367.65,11513.68,11357.25,11513.33,11435.465,11528
2020-10-17,11326.25,11410.01,11270.69,11367.65,11340.35,9901
2020-10-16,11508.31,11545.35,11224.89,11326.25,11385.12,29300
2020-10-15,11429.3,11607.59,11269.05,11508.31,11438.32,33044
2020-10-14,11427.29,11550.25,11298.88,11429.3,11424.565,22758
2020-10-13,11539.76,11561.69,11314.56,11427.29,11438.125,33529
2020-10-12,11375.51,11725.28,11223.99,11539.76,11474.635,41705
2020-10-11,11301.57,11434.1,11284.09,11375.51,11359.095,17795
2020-10-10,11058.78,11485.43,11057.98,11301.57,11271.705,26181
2020-10-09,10929.4,11109.32,10839.3,11058.78,10974.31,32665
2020-10-08,10672.67,10957.42,10541.2,10929.4,10749.31,39280
2020-10-07,10603.9,10679.76,10554.41,10672.67,10617.085,19601
2020-10-06,10795.11,10801.66,10533.32,10603.9,10667.49,30869
2020-10-05,10675.52,10799.53,10627.77,10795.11,10713.65,23891
2020-10-04,10552.04,10699.94,10534.5,10675.52,10617.22,10487
2020-10-03,10576.64,10602.28,10507.49,10552.04,10554.885,10469
2020-10-02,10622.79,10668.49,10388.07,10576.64,10528.28,33798
2020-10-01,10779.42,10926.47,10454.66,10622.79,10690.565,39457
2020-09-30,10841.29,10850.12,10666.17,10779.42,10758.145,29556
2020-09-29,10699.0,10863.02,10641.03,10841.29,10752.025,31167
2020-09-28,10781.47,10951.6,10649.18,10699.0,10800.39,32269
2020-09-27,10734.23,10810.35,10612.42,10781.47,10711.385,13820
2020-09-26,10694.12,10822.99,10658.15,10734.23,10740.57,13794
2020-09-25,10742.98,10762.38,10562.14,10694.12,10662.259999999998,33843
2020-09-24,10238.09,10792.17,10213.75,10742.98,10502.96,29020
2020-09-23,10534.73,10546.48,10166.62,10238.09,10356.55,26680
2020-09-22,10418.14,10576.92,10365.99,10534.73,10471.455,28764
2020-09-21,10921.85,10992.25,10319.73,10418.14,10655.99,44906
2020-09-20,11083.61,11083.9,10775.23,10921.85,10929.565,21791
2020-09-19,10937.89,11173.88,10898.63,11083.61,11036.255,17491
2020-09-18,10945.14,11040.66,10823.93,10937.89,10932.295,22774
2020-09-17,10957.1,11047.25,10755.99,10945.14,10901.62,26980
2020-09-16,10786.7,11094.7,10670.02,10957.1,10882.36,34093
2020-09-15,10678.31,10936.89,10632.26,10786.7,10784.575,34224
2020-09-14,10332.36,10753.33,10259.62,10678.31,10506.475,34032
2020-09-13,10448.0,10578.97,10224.4,10332.36,10401.685,28905
2020-09-12,10398.5,10486.76,10282.43,10448.0,10384.595,17704
2020-09-11,10345.68,10412.6,10215.49,10398.5,10314.045,25800
2020-09-10,10228.85,10493.32,10221.37,10345.68,10357.345,43679
2020-09-09,10128.54,10349.09,9989.63,10228.85,10169.36,33984
2020-09-08,10379.08,10443.72,9855.68,10128.54,10149.7,54770
2020-09-07,10260.37,10411.92,9893.68,10379.08,10152.8,41648
2020-09-06,10167.97,10361.12,10019.56,10260.37,10190.34,29450
2020-09-05,10467.33,10570.95,9880.05,10167.97,10225.5,60292
2020-09-04,10174.62,10638.71,10020.02,10467.33,10329.365,54204
2020-09-03,11397.9,11469.2,10017.43,10174.62,10743.315,82662
2020-09-02,11926.69,11954.28,11219.19,11397.9,11586.735,53717
2020-09-01,11657.81,12062.06,11540.42,11926.69,11801.24,45202
2020-08-31,11716.54,11775.27,11586.36,11657.81,11680.815,26331
2020-08-30,11480.48,11718.98,11470.07,11716.54,11594.525,16398
2020-08-29,11535.21,11585.98,11433.8,11480.48,11509.89,16305
2020-08-28,11331.02,11553.81,11289.07,11535.21,11421.44,30815
2020-08-27,11466.89,11591.64,11135.52,11331.02,11363.58,40978
2020-08-26,11330.56,11542.65,11259.23,11466.89,11400.94,27168
2020-08-25,11756.4,11767.64,11130.36,11330.56,11449.0,50836
2020-08-24,11651.52,11827.45,11594.64,11756.4,11711.045,39119
2020-08-23,11670.42,11713.62,11521.6,11651.52,11617.61,33405
2020-08-22,11527.35,11686.02,11379.06,11670.42,11532.54,49538
2020-08-21,11863.43,11882.67,11494.52,11527.35,11688.595,63548
2020-08-20,11760.37,11888.72,11679.03,11863.43,11783.875,43209
2020-08-19,11956.69,12021.8,11592.2,11760.37,11807.0,50094
2020-08-18,12301.19,12397.4,11855.24,11956.69,12126.32,49904
2020-08-17,11917.97,12474.73,11775.66,12301.19,12125.195,56064
2020-08-16,11860.91,11934.96,11701.22,11917.97,11818.09,22029
2020-08-15,11774.52,11981.62,11697.88,11860.91,11839.75,31094
2020-08-14,11790.68,11863.43,11657.2,11774.52,11760.315,37248
2020-08-13,11570.19,11795.34,11284.57,11790.68,11539.955,42205
2020-08-12,11389.01,11621.05,11182.8,11570.19,11401.925,37568
2020-08-11,11897.41,11940.4,11138.6,11389.01,11539.5,62677
2020-08-10,11686.34,12074.31,11640.41,11897.41,11857.36,56105
2020-08-09,11770.77,11802.93,11533.93,11686.34,11668.43,19874
2020-08-08,11603.82,11811.4,11534.87,11770.77,11673.135,23238
2020-08-07,11771.27,11912.62,11350.42,11603.82,11631.52,55865
2020-08-06,11752.05,11909.81,11577.8,11771.27,11743.805,49916
2020-08-05,11194.18,11791.62,11095.47,11752.05,11443.545,48146
2020-08-04,11234.73,11415.16,11021.07,11194.18,11218.115,35052
2020-08-03,11063.5,11476.29,10945.66,11234.73,11210.975,42060
2020-08-02,11812.42,12106.89,10694.22,11063.5,11400.555,63507
2020-08-01,11352.72,11874.77,11240.98,11812.42,11557.875,63746
2020-07-31,11113.66,11454.11,10981.87,11352.72,11217.990000000002,54108
2020-07-30,11112.04,11182.76,10875.14,11113.66,11028.95,45655
2020-07-29,10933.26,11348.53,10854.04,11112.04,11101.285,61949
2020-07-28,11042.94,11253.39,10590.98,10933.26,10922.185,85478
2020-07-27,9942.01,11397.48,9935.51,11042.94,10666.495,128836
2020-07-26,9708.41,10140.55,9659.08,9942.01,9899.815,42161
2020-07-25,9550.23,9744.72,9536.76,9708.41,9640.74,24211
2020-07-24,9615.21,9647.83,9477.19,9550.23,9562.51,33810
2020-07-23,9537.24,9675.5,9458.25,9615.21,9566.875,43462
2020-07-22,9392.83,9551.87,9289.85,9537.24,9420.86,29959
2020-07-21,9164.42,9435.55,9162.25,9392.83,9298.9,34505
2020-07-20,9216.02,9224.76,9136.9,9164.42,9180.83,18729
2020-07-19,9177.22,9238.3,9113.41,9216.02,9175.855,12797
2020-07-18,9156.79,9205.94,9125.92,9177.22,9165.93,11952
2020-07-17,9133.23,9183.08,9080.61,9156.79,9131.845,20542
2020-07-16,9193.22,9216.53,9029.17,9133.23,9122.85,27882
2020-07-15,9256.07,9272.57,9160.89,9193.22,9216.73,23480
2020-07-14,9237.89,9279.57,9109.7,9256.07,9194.635,25865
2020-07-13,9300.95,9336.42,9201.18,9237.89,9268.8,25872
2020-07-12,9237.13,9339.99,9169.13,9300.95,9254.56,16385
2020-07-11,9288.57,9302.22,9188.13,9237.13,9245.175,11785
2020-07-10,9238.95,9317.31,9128.71,9288.57,9223.009999999998,24422
2020-07-09,9439.2,9441.67,9171.37,9238.95,9306.52,30177
2020-07-08,9257.32,9471.65,9236.9,9439.2,9354.275,37422
2020-07-07,9347.05,9378.69,9208.31,9257.32,9293.5,25836
2020-07-06,9081.44,9372.09,9067.64,9347.05,9219.865,36844
2020-07-05,9142.2,9152.87,8935.9,9081.44,9044.385,17548
2020-07-04,9066.46,9195.91,9052.4,9142.2,9124.155,16185
2020-07-03,9092.8,9127.05,9047.38,9066.46,9087.215,21807
2020-07-02,9238.89,9267.84,8954.67,9092.8,9111.255,37657
2020-07-01,9136.47,9299.67,9097.33,9238.89,9198.5,29846
2020-06-30,9187.07,9200.99,9068.77,9136.47,9134.88,23376
2020-06-29,9120.39,9234.33,9026.42,9187.07,9130.375,31119
2020-06-28,9007.14,9189.74,8946.05,9120.39,9067.895,19775
2020-06-27,9158.07,9190.27,8867.34,9007.14,9028.805,28152
2020-06-26,9241.32,9289.32,9041.42,9158.07,9165.37,40519
2020-06-25,9292.94,9335.65,9000.53,9241.32,9168.09,47297
2020-06-24,9624.3,9664.38,9206.05,9292.94,9435.215,49186
2020-06-23,9691.61,9720.11,9580.47,9624.3,9650.29,30724
2020-06-22,9292.81,9774.79,9283.26,9691.61,9529.025,41271
2020-06-21,9359.18,9418.22,9282.53,9292.81,9350.375,13199
2020-06-20,9301.83,9394.04,9179.1,9359.18,9286.57,19608
2020-06-19,9380.67,9419.99,9239.58,9301.83,9329.785,31669
2020-06-18,9459.13,9480.04,9276.18,9380.67,9378.11,25143
2020-06-17,9526.7,9550.06,9243.06,9459.13,9396.56,34516
2020-06-16,9429.65,9585.17,9383.33,9526.7,9484.25,39887
2020-06-15,9333.7,9498.69,8909.5,9429.65,9204.095,66872
2020-06-14,9474.65,9479.56,9251.02,9333.7,9365.29,19334
